timestamp,u1,u2,image_coords,n_images,magnifications,total_magnification
-50.0,-1.0,-0.28867513459481287,"[(32.10742691638304, np.float64(-1.6646428548354768))]",1,[np.float64(274.9005755937538)],274.9005755937538
-49.99,-0.9998,-0.2885596645409749,"[(32.09687694366447, np.float64(-1.6646551412599135))]",1,[np.float64(274.88632283171404)],274.88632283171404
-49.980000000000004,-0.9996,-0.2884441944871371,"[(32.08632754746718, np.float64(-1.664667434179827))]",1,[np.float64(274.8720644023835)],274.8720644023835
-49.970000000000006,-0.9994000000000001,-0.28832872443329916,"[(32.075778728032034, np.float64(-1.66467973360034))]",1,[np.float64(274.8578002990367)],274.8578002990367
-49.96000000000001,-0.9992000000000002,-0.2882132543794613,"[(32.065230485602925, np.float64(-1.6646920395265807))]",1,[np.float64(274.84353051494224)],274.84353051494224
-49.95000000000001,-0.9990000000000002,-0.2880977843256234,"[(32.05468282042092, np.float64(-1.664704351963681))]",1,[np.float64(274.8292550433546)],274.8292550433546
-49.94000000000001,-0.9988000000000002,-0.28798231427178544,"[(32.04413573272844, np.float64(-1.664716670916778))]",1,[np.float64(274.81497387839414)],274.81497387839414
-49.930000000000014,-0.9986000000000003,-0.2878668442179475,"[(32.03358922276818, np.float64(-1.6647289963910143))]",1,[np.float64(274.80068703193274)],274.80068703193274
-49.920000000000016,-0.9984000000000003,-0.2877513741641097,"[(32.02304329078312, np.float64(-1.6647413283915367))]",1,[np.float64(274.78639453245694)],274.78639453245694
-49.91000000000002,-0.9982000000000003,-0.28763590411027173,"[(32.01249793701651, np.float64(-1.6647536669234977))]",1,[np.float64(274.7720964091197)],274.7720964091197
-49.90000000000002,-0.9980000000000004,-0.2875204340564339,"[(32.00195316171191, np.float64(-1.6647660119920542))]",1,[np.float64(274.7577926910822)],274.7577926910822
-49.89000000000002,-0.9978000000000005,-0.28740496400259596,"[(31.991408965113138, np.float64(-1.6647783636023687))]",1,[np.float64(274.7434834075139)],274.7434834075139
-49.880000000000024,-0.9976000000000005,-0.287289493948758,"[(31.98086534746433, np.float64(-1.6647907217596083))]",1,[np.float64(274.72916858759874)],274.72916858759874
-49.870000000000026,-0.9974000000000005,-0.2871740238949201,"[(31.97032230900989, np.float64(-1.6648030864689447))]",1,[np.float64(274.71484826053523)],274.71484826053523
-49.86000000000003,-0.9972000000000005,-0.28705855384108225,"[(31.959779849994494, np.float64(-1.6648154577355556))]",1,[np.float64(274.7005224555259)],274.7005224555259
-49.85000000000003,-0.9970000000000006,-0.2869430837872443,"[(31.949237970663088, np.float64(-1.6648278355646229))]",1,[np.float64(274.68619120179005)],274.68619120179005
-49.84000000000003,-0.9968000000000007,-0.2868276137334065,"[(31.93869667125988, np.float64(-1.6648402199613332))]",1,[np.float64(274.67185452855654)],274.67185452855654
-49.830000000000034,-0.9966000000000007,-0.28671214367956854,"[(31.928155952032423, np.float64(-1.6648526109308797))]",1,[np.float64(274.65751246506807)],274.65751246506807
-49.820000000000036,-0.9964000000000007,-0.2865966736257306,"[(31.917615813225474, np.float64(-1.664865008478459))]",1,[np.float64(274.6431650261931)],274.6431650261931
-49.81000000000004,-0.9962000000000008,-0.2864812035718928,"[(31.907076255085155, np.float64(-1.6648774126092736))]",1,[np.float64(274.6288120614201)],274.6288120614201
-49.80000000000004,-0.9960000000000008,-0.28636573351805483,"[(31.896537277858283, np.float64(-1.6648898233285305))]",1,[np.float64(274.61445331430934)],274.61445331430934
-49.79000000000004,-0.9958000000000008,-0.2862502634642169,"[(31.885998881790865, np.float64(-1.664902240641442))]",1,[np.float64(274.60008852654653)],274.60008852654653
-49.780000000000044,-0.9956000000000009,-0.28613479341037906,"[(31.875461067129137, np.float64(-1.6649146645532247))]",1,[np.float64(274.58571743967155)],274.58571743967155
-49.770000000000046,-0.995400000000001,-0.2860193233565411,"[(31.864923834122337, np.float64(-1.6649270950691024))]",1,[np.float64(274.5713397950761)],274.5713397950761
-49.76000000000005,-0.995200000000001,-0.2859038533027032,"[(31.85438718301701, np.float64(-1.6649395321943017))]",1,[np.float64(274.55695533400217)],274.55695533400217
-49.75000000000005,-0.995000000000001,-0.28578838324886535,"[(31.843851114060985, np.float64(-1.664951975934055))]",1,[np.float64(274.542563797545)],274.542563797545
-49.74000000000005,-0.994800000000001,-0.2856729131950274,"[(31.833315627502365, np.float64(-1.6649644262936))]",1,[np.float64(274.52816492664806)],274.52816492664806
-49.730000000000054,-0.994600000000001,-0.28555744314118947,"[(31.822780723589595, np.float64(-1.6649768832781795))]",1,[np.float64(274.51375846211107)],274.51375846211107
-49.720000000000056,-0.9944000000000011,-0.28544197308735153,"[(31.812246402571358, np.float64(-1.6649893468930408))]",1,[np.float64(274.4993441445784)],274.4993441445784
-49.71000000000006,-0.9942000000000012,-0.2853265030335137,"[(31.801712664696698, np.float64(-1.6650018171434369))]",1,[np.float64(274.4849217145548)],274.4849217145548
-49.70000000000006,-0.9940000000000012,-0.28521103297967576,"[(31.791179510232038, np.float64(-1.6650142940345758))]",1,[np.float64(274.4704909122683)],274.4704909122683
-49.69000000000006,-0.9938000000000012,-0.28509556292583793,"[(31.780646939568495, np.float64(-1.6650267775713115))]",1,[np.float64(274.45605147694295)],274.45605147694295
-49.680000000000064,-0.9936000000000013,-0.284980092872,"[(31.77011495315223, np.float64(-1.6650392677583428))]",1,[np.float64(274.44160314727395)],274.44160314727395
-49.670000000000066,-0.9934000000000013,-0.28486462281816205,"[(31.75958355143013, np.float64(-1.6650517646003722))]",1,[np.float64(274.4271456618031)],274.4271456618031
-49.66000000000007,-0.9932000000000013,-0.2847491527643241,"[(31.749052734849464, np.float64(-1.6650642681021055))]",1,[np.float64(274.41267875891896)],274.41267875891896
-49.65000000000007,-0.9930000000000014,-0.2846336827104863,"[(31.738522503856945, np.float64(-1.6650767782682514))]",1,[np.float64(274.39820217686383)],274.39820217686383
-49.64000000000007,-0.9928000000000015,-0.28451821265664845,"[(31.727992858902766, np.float64(-1.6650892951035239))]",1,[np.float64(274.38371565372296)],274.38371565372296
-49.630000000000074,-0.9926000000000015,-0.2844027426028105,"[(31.717463800434512, np.float64(-1.6651018186126396))]",1,[np.float64(274.3692189274395)],274.3692189274395
-49.620000000000076,-0.9924000000000015,-0.28428727254897257,"[(31.706935328901253, np.float64(-1.6651143488003182))]",1,[np.float64(274.3547117357987)],274.3547117357987
-49.61000000000008,-0.9922000000000015,-0.28417180249513463,"[(31.6964074447529, np.float64(-1.665126885671284))]",1,[np.float64(274.34019381643475)],274.34019381643475
-49.60000000000008,-0.9920000000000015,-0.2840563324412968,"[(31.685880148438866, np.float64(-1.665139429230264))]",1,[np.float64(274.3256649068342)],274.3256649068342
-49.59000000000008,-0.9918000000000017,-0.28394086238745886,"[(31.675353440408742, np.float64(-1.665151979481989))]",1,[np.float64(274.31112474433075)],274.31112474433075
-49.580000000000084,-0.9916000000000017,-0.28382539233362103,"[(31.66482732111541, np.float64(-1.6651645364311947))]",1,[np.float64(274.29657310536834)],274.29657310536834
-49.570000000000086,-0.9914000000000017,-0.2837099222797831,"[(31.654301791009125, np.float64(-1.665177100082619))]",1,[np.float64(274.28200995690935)],274.28200995690935
-49.56000000000009,-0.9912000000000017,-0.28359445222594515,"[(31.64377685054166, np.float64(-1.6651896704410039))]",1,[np.float64(274.2674353236837)],274.2674353236837
-49.55000000000009,-0.9910000000000018,-0.2834789821721072,"[(31.633252500165206, np.float64(-1.665202247511095))]",1,[np.float64(274.25284923044234)],274.25284923044234
-49.54000000000009,-0.9908000000000018,-0.2833635121182694,"[(31.622728740332434, np.float64(-1.6652148312976411))]",1,[np.float64(274.2382517019442)],274.2382517019442
-49.53000000000009,-0.9906000000000019,-0.28324804206443155,"[(31.612205571496435, np.float64(-1.6652274218053957))]",1,[np.float64(274.2236427629544)],274.2236427629544
-49.520000000000095,-0.990400000000002,-0.2831325720105936,"[(31.60168299411077, np.float64(-1.6652400190391148))]",1,[np.float64(274.2090224382495)],274.2090224382495
-49.5100000000001,-0.990200000000002,-0.28301710195675567,"[(31.59116100862944, np.float64(-1.6652526230035587))]",1,[np.float64(274.19439075261687)],274.19439075261687
-49.5000000000001,-0.990000000000002,-0.2829016319029177,"[(31.58063961550692, np.float64(-1.665265233703491))]",1,[np.float64(274.1797477308442)],274.1797477308442
-49.4900000000001,-0.989800000000002,-0.2827861618490799,"[(31.570118815198125, np.float64(-1.6652778511436794))]",1,[np.float64(274.16509339773035)],274.16509339773035
-49.4800000000001,-0.989600000000002,-0.28267069179524196,"[(31.559598608158392, np.float64(-1.6652904753288948))]",1,[np.float64(274.15042777808225)],274.15042777808225
-49.470000000000105,-0.9894000000000021,-0.282555221741404,"[(31.5490789948435, np.float64(-1.6653031062639119))]",1,[np.float64(274.135750896716)],274.135750896716
-49.46000000000011,-0.9892000000000022,-0.2824397516875662,"[(31.538559975708676, np.float64(-1.665315743953508))]",1,[np.float64(274.1210627713822)],274.1210627713822
-49.45000000000011,-0.9890000000000022,-0.28232428163372825,"[(31.528041551212617, np.float64(-1.665328388402467))]",1,[np.float64(274.1063633959565)],274.1063633959565
-49.44000000000011,-0.9888000000000022,-0.2822088115798903,"[(31.517523721811447, np.float64(-1.6653410396155732))]",1,[np.float64(274.09165275927273)],274.09165275927273
-49.43000000000011,-0.9886000000000023,-0.2820933415260525,"[(31.50700648796278, np.float64(-1.6653536975976164))]",1,[np.float64(274.076930850149)],274.076930850149
-49.420000000000115,-0.9884000000000023,-0.28197787147221454,"[(31.496489850124966, np.float64(-1.6653663623533894))]",1,[np.float64(274.062197657395)],274.062197657395
-49.41000000000012,-0.9882000000000023,-0.2818624014183766,"[(31.485973808756135, np.float64(-1.6653790338876886))]",1,[np.float64(274.047453169805)],274.047453169805
-49.40000000000012,-0.9880000000000024,-0.28174693136453877,"[(31.475458364314395, np.float64(-1.6653917122053137))]",1,[np.float64(274.0326973761608)],274.0326973761608
-49.39000000000012,-0.9878000000000025,-0.2816314613107008,"[(31.46494351726114, np.float64(-1.66540439731107))]",1,[np.float64(274.0179302652409)],274.0179302652409
-49.38000000000012,-0.9876000000000025,-0.2815159912568629,"[(31.45442926805526, np.float64(-1.665417089209764))]",1,[np.float64(274.003151825801)],274.003151825801
-49.370000000000125,-0.9874000000000025,-0.28140052120302506,"[(31.443915617157096, np.float64(-1.6654297879062072))]",1,[np.float64(273.98836204659233)],273.98836204659233
